delayPlantCaseID,sensorDelay_s,delayDiskMargin,delayPhaseMargin_deg,delayGainMargin_dB,delayCriticalFrequency_radps
47,0.02,1.46308275924906,72.3740291811446,16.1911104119585,10.8642562361707
47,0.04,1.34600898993112,67.881461897206,14.1791065006806,9.81747943019984
47,0.06,1.23885122261178,63.5502692862766,12.5784288985792,9.03649473722302
47,0.08,1.139875864695,59.3609119387532,11.2470268856952,8.39459986519397
48,0,1.58533273967777,76.8053582302415,18.7365943906254,11.6949939101987
48,0.01,1.51908316900606,74.4363628488227,17.2871910858099,11.0662378397767
48,0.02,1.45602990391088,72.1103561849562,16.0600493188607,10.471285480509
48,0.04,1.33841376469719,67.5814208156023,14.059074029513,9.54992586021436
48,0.06,1.23049681194594,63.2036826546135,12.4611778666631,8.79022516830884
48,0.08,1.13060627764636,58.9592246143992,11.1282390365537,8.16582371358592
49,0,1.6207976476067,78.0425357856171,19.5986646324182,1.18032063565173
49,0.01,1.60452474714613,77.4775207521057,19.1945739831127,11.3762728582343
49,0.02,1.55068999432954,75.5760634402626,17.9553333267022,10.7646521362983
49,0.04,1.44990644195746,71.8807100351746,15.9474151698344,9.72747223776965
49,0.06,1.35697149129332,68.3126659107605,14.3543485048744,8.87156012037961
49,0.08,1.27053310164508,64.852859373186,13.0322591947646,8.16582371358592
50,0,1.6041463034194,77.4643272121012,19.1853541434602,1.20226443461741
50,0.01,1.59969974259193,77.3091258117376,19.0776081524793,10.8642562361707
50,0.02,1.54592482848662,75.4053502853787,17.8520353783826,10.2801629812647
50,0.04,1.44487347526325,71.6914593474688,15.8556259310443,9.28966386779936
50,0.06,1.35128762872753,68.0893680210856,14.2631904622682,8.47227414140596
50,0.08,1.2638639729061,64.5802035503843,12.9354795504098,7.87045789695099
51,0,1.5865996289001,76.8499225829712,18.7662407412854,1.23594743344451
51,0.01,1.59493929283138,77.1425950002131,18.9634288867972,10.471285480509
51,0.02,1.54105308540952,75.2304115853968,17.7473996594071,9.90831944892768
51,0.04,1.43956458152551,71.4913425960362,15.7595578824997,9.03649473722302
51,0.06,1.34527420669163,67.8524811501005,14.1674454285994,8.24138115013002
51,0.08,1.25701098597275,64.2991742730344,12.8367366240588,7.65596606911256
52,0,1.61210691482257,77.7413419185712,19.3809711771214,1.18032063565173
52,0.01,1.6210444472035,78.0510704189294,19.6049116111983,1.15877735615513
52,0.02,1.60963786674813,77.6555387501578,19.3199190253792,10.3752841581801
52,0.04,1.52103907909152,74.507396124538,17.3274153010396,9.3756200692588
52,0.06,1.43868680512799,71.4582065739416,15.7437474161797,8.55066712884683
52,0.08,1.36151751172876,68.490838307812,14.4277277544105,7.87045789695099
53,0,1.59111495593899,77.008531217021,18.8725616429091,1.20226443461741
53,0.01,1.60075044878028,77.3458297267349,19.1029717370266,1.19124200802737
